daily_time_spent,age,avg_income,daily_internet_use,gender,timestamp,clicked_on_ad
56.66,42,72684.44,139.42,0,2016-02-20 10:52:51,1
56.39,27,38817.4,248.12,1,2016-03-23 21:06:51,0
76.24,27,63976.44,214.42,0,2016-06-07 01:29:06,0
57.64,36,37212.54,110.25,1,2016-01-18 15:18:01,1
78.18,23,52691.79,167.67,0,2016-06-09 19:32:27,0
46.04,32,65499.93,147.92,0,2016-05-30 20:07:59,1
79.4,35,63966.72,236.87,0,2016-04-01 09:21:14,0
36.44,39,52400.88,147.64,1,2016-05-31 06:21:02,1
53.14,38,49111.47,109.0,1,2016-07-03 22:13:19,1
32.84,40,41232.89,171.72,0,2016-03-10 01:36:19,1
73.72,32,52140.04,256.4,1,2016-03-18 02:39:26,0
38.1,34,60641.09,214.38,1,2016-05-30 18:08:19,1
73.93,44,74180.05,218.22,0,2016-02-20 00:06:20,0
51.87,50,51869.87,119.65,0,2016-03-10 22:28:52,1
77.69,22,48852.58,169.88,1,2016-06-21 14:32:32,0
43.41,28,59144.02,160.73,0,2016-02-05 15:26:37,1
55.92,24,33951.63,145.08,0,2016-05-31 21:41:46,1
80.67,34,58909.36,239.76,0,2016-01-01 02:52:10,0
83.42,25,49850.52,183.42,1,2016-03-04 14:10:12,0
82.12,52,28679.93,201.15,1,2016-02-03 10:40:27,1
66.17,33,69869.66,238.45,0,2016-01-20 00:26:15,0
43.01,35,48347.64,127.37,0,2016-06-11 09:37:52,1
80.05,25,45959.86,219.94,1,2016-03-08 05:48:20,0
64.88,42,70005.51,129.8,1,2016-02-14 22:23:30,1
79.82,26,51512.66,223.28,1,2016-07-17 22:04:54,0
48.03,40,25598.75,134.6,1,2016-06-02 22:16:08,1
32.99,45,49282.87,177.46,0,2016-04-30 19:42:04,1
74.88,27,67240.25,175.17,1,2016-04-17 06:58:18,0
36.49,52,42136.33,196.61,1,2016-03-09 00:41:46,1
88.04,45,62589.84,191.17,1,2016-03-07 20:02:51,0
45.7,33,67384.31,151.12,1,2016-05-26 10:33:00,1
82.38,35,25603.93,159.6,0,2016-07-18 01:36:37,1
52.68,23,39616.0,149.2,1,2016-07-16 05:56:42,1
65.59,47,28265.81,121.81,0,2016-03-22 06:41:38,1
65.65,25,63879.72,224.92,1,2016-06-03 06:34:44,0
43.84,36,70592.81,167.42,0,2016-06-28 09:19:06,1
67.69,37,76408.19,216.57,0,2016-07-18 18:33:05,0
78.37,24,55015.08,207.27,0,2016-01-23 04:47:37,0
81.46,29,51636.12,231.54,0,2016-02-29 11:00:06,0
47.48,31,29359.2,141.34,0,2016-06-30 00:19:33,1
75.15,33,71296.67,219.49,1,2016-06-19 18:19:38,0
78.76,24,46422.76,219.98,1,2016-01-08 08:08:47,0
44.96,50,52802.0,132.71,1,2016-01-02 12:25:36,1
39.56,41,59243.46,143.13,1,2016-05-13 11:57:12,1
39.76,28,35350.55,196.83,1,2016-02-08 14:02:22,1
57.11,22,59677.64,207.17,1,2016-06-07 23:46:51,0
83.26,40,70225.6,187.76,1,2016-01-02 14:36:03,0
69.42,25,65791.17,213.38,0,2016-02-13 04:16:08,0
50.6,30,34191.13,129.88,1,2016-05-03 12:57:19,1
46.2,37,51315.38,119.3,0,2016-04-03 11:38:36,1
66.88,35,62790.96,119.47,1,2016-03-23 19:58:15,1
83.97,40,66291.67,158.42,1,2016-02-02 11:49:18,0
76.56,30,68030.18,213.75,0,2016-03-08 10:39:16,0
35.49,48,43974.49,159.77,0,2016-04-08 14:35:44,1
80.29,31,49457.48,244.87,1,2016-06-30 00:40:31,0
50.19,40,33987.27,117.3,0,2016-03-25 19:02:35,1
59.12,33,28210.03,124.54,0,2016-05-12 21:32:06,1
59.88,30,75535.14,193.63,1,2016-03-02 05:11:01,0
59.7,28,49158.5,120.25,0,2016-05-10 14:12:31,1
67.8,30,39809.69,117.75,1,2016-03-03 02:59:37,1
81.59,35,65826.53,223.16,0,2016-07-04 11:03:49,0
81.1,29,61172.07,216.49,1,2016-07-08 03:47:41,0
41.7,39,42898.21,126.95,0,2016-05-27 05:35:27,1
73.94,27,68333.01,173.49,0,2016-02-10 13:46:35,0
58.35,37,70232.95,132.63,0,2016-06-12 21:21:53,1
51.56,46,63102.19,124.85,0,2016-01-07 13:58:51,1
79.81,37,51847.26,253.17,0,2016-05-13 14:12:39,0
66.17,26,63580.22,228.7,0,2016-05-02 00:01:56,0
58.21,37,47575.44,105.94,0,2016-02-07 17:06:35,1
66.12,49,39031.89,113.8,0,2016-02-15 07:27:41,1
80.47,42,70505.06,215.18,1,2016-02-21 05:23:28,0
77.05,31,62161.26,236.64,0,2016-03-20 22:27:25,0
49.99,41,61068.26,121.07,0,2016-03-24 09:34:00,1
80.3,58,49090.51,173.43,0,2016-04-04 20:01:12,1
79.36,33,62330.75,234.72,1,2016-01-02 04:50:44,0
57.86,30,18819.34,166.86,0,2016-07-08 17:14:01,1
70.29,26,62053.37,231.37,1,2016-03-28 19:48:37,0
84.53,33,61922.06,215.18,1,2016-07-11 09:32:53,0
59.13,44,49525.37,106.04,1,2016-06-09 17:11:02,1
81.51,41,53412.32,250.03,0,2016-05-19 09:30:12,0
42.94,37,56681.65,130.4,1,2016-04-12 12:35:39,1
84.81,32,43299.63,233.93,1,2016-07-04 23:17:47,0
82.79,34,47997.75,132.08,0,2016-02-01 00:52:29,1
59.22,55,39131.53,126.39,1,2016-01-13 02:39:00,1
35.0,40,46033.73,151.25,1,2016-06-18 16:02:34,1
46.61,42,65856.74,136.18,0,2016-01-01 20:17:49,1
63.26,29,54787.37,120.46,1,2016-03-02 04:02:45,1
79.16,32,69562.46,202.9,1,2016-03-30 20:23:48,0
67.94,43,68447.17,128.16,0,2016-05-01 00:23:13,1
79.91,32,62772.42,230.18,1,2016-06-17 03:02:55,0
66.14,41,78092.95,165.27,0,2016-03-23 08:52:31,0
43.65,39,63649.04,138.87,0,2016-05-08 22:24:27,1
59.61,21,60637.62,198.45,1,2016-04-06 05:55:43,0
46.61,52,27241.11,156.99,0,2016-04-05 05:54:15,1
89.37,34,42760.22,162.03,1,2016-04-16 12:26:31,0
65.1,49,59457.52,118.1,1,2016-06-01 03:44:42,1
53.44,42,42907.89,108.17,1,2016-04-04 22:00:15,1
79.53,51,46132.18,244.91,0,2016-06-26 04:22:26,0
91.43,39,46964.11,209.91,1,2016-07-07 03:55:01,0
73.57,30,70377.23,212.38,0,2016-03-20 08:22:50,0
78.76,32,70012.83,208.02,1,2016-04-20 10:04:29,0
76.49,23,56457.01,181.11,0,2016-03-25 05:05:27,0
61.72,26,67279.06,218.49,0,2016-02-14 07:15:37,0
84.53,35,54773.99,236.29,0,2016-03-26 00:32:02,0
72.03,34,70783.94,230.95,1,2016-07-05 22:33:48,0
77.47,36,70510.59,222.91,1,2016-03-14 03:29:12,0
75.65,39,64021.55,247.9,1,2016-05-30 02:34:25,0
78.15,33,72042.85,194.37,0,2016-03-07 22:32:15,0
63.8,38,36037.33,108.7,1,2016-03-19 00:27:58,1
76.59,29,67526.92,211.64,0,2016-06-18 05:17:33,0
42.6,55,55121.65,168.29,0,2016-07-11 18:12:43,1
78.77,28,63497.62,211.83,0,2016-01-01 08:27:06,0
83.4,39,60879.48,235.01,0,2016-04-07 01:57:38,0
79.53,33,61467.33,236.72,0,2016-02-28 22:02:14,0
73.89,35,70495.64,229.99,1,2016-06-26 17:25:55,0
75.8,36,71222.4,224.9,0,2016-01-21 04:30:43,0
81.95,31,64698.58,208.76,1,2016-05-01 21:46:37,0
56.39,58,32252.38,154.23,0,2016-02-14 10:06:49,1
44.73,35,55316.97,127.56,1,2016-01-27 18:25:42,1
38.35,33,47447.89,145.48,1,2016-06-16 20:24:33,1
72.53,37,73474.82,223.93,0,2016-07-21 10:01:50,0
56.2,49,53549.94,114.85,1,2016-04-21 18:31:27,1
79.67,28,58576.12,226.79,0,2016-07-20 01:56:33,0
75.42,26,63373.7,164.25,1,2016-02-26 17:14:14,0
78.64,31,60283.47,235.28,1,2016-01-16 17:56:05,0
67.69,44,37345.34,109.22,0,2016-04-01 01:57:12,1
38.35,41,34886.01,144.69,1,2016-06-24 08:42:20,1
59.52,44,67511.86,251.08,1,2016-05-27 18:45:35,0
62.26,37,77988.71,166.19,0,2016-05-26 15:40:12,0
64.75,36,63001.03,117.66,0,2016-04-06 01:19:08,1
79.97,26,61747.98,185.45,1,2016-01-08 19:38:45,0
47.9,42,48467.68,114.53,0,2016-02-24 19:08:11,1
80.38,30,55130.96,238.06,0,2016-03-10 07:07:31,0
64.51,42,79484.8,190.71,1,2016-04-29 07:49:01,0
71.28,37,67307.43,246.72,1,2016-04-10 16:08:09,0
50.32,40,27964.6,125.65,0,2016-04-27 18:25:30,1
72.76,33,66431.87,240.63,1,2016-05-10 04:28:55,0
72.8,35,63551.67,249.54,0,2016-01-03 23:21:26,0
74.59,23,40135.06,158.35,1,2016-02-15 16:52:04,1
46.66,45,49101.67,118.16,0,2016-03-09 02:07:17,1
48.86,54,53188.69,134.46,0,2016-01-09 17:33:03,1
37.05,39,49742.83,142.81,1,2016-02-03 05:47:09,1
81.21,36,63394.41,233.04,0,2016-01-02 09:30:11,0
66.89,23,64433.99,208.24,1,2016-01-04 07:28:43,0
68.11,38,73884.48,231.21,0,2016-01-07 21:21:50,0
69.15,46,36424.94,112.72,0,2016-07-24 00:22:16,1
65.72,36,28275.48,120.12,0,2016-02-13 13:57:53,1
40.04,27,48098.86,161.58,0,2016-05-08 10:25:08,1
68.6,33,68448.94,135.08,0,2016-02-17 18:50:57,1
56.16,25,66429.84,164.25,1,2016-01-22 19:43:53,1
78.6,46,41768.13,254.59,1,2016-07-20 13:21:37,0
78.29,38,57844.96,252.07,0,2016-01-05 20:58:42,0
43.83,45,35684.82,129.01,0,2016-01-29 05:39:16,1
77.31,32,62792.43,238.1,0,2016-06-17 20:18:27,0
39.86,28,51171.23,161.24,0,2016-02-23 13:55:48,1
66.77,25,58847.07,141.13,0,2016-07-09 11:18:02,1
57.2,42,57739.03,110.66,0,2016-03-19 11:09:36,1
73.15,25,64631.22,211.12,1,2016-01-29 07:14:04,0
82.07,24,50337.93,193.97,0,2016-06-14 07:02:09,0
49.84,38,67781.31,135.24,1,2016-05-18 03:19:03,1
43.97,36,68863.95,156.97,1,2016-01-30 09:54:03,1
77.25,27,55901.12,231.38,1,2016-04-25 16:58:50,0
74.84,37,64775.1,246.44,1,2016-01-14 16:30:38,0
83.53,36,67686.16,204.56,0,2016-07-06 05:34:52,0
38.63,48,57777.11,222.11,0,2016-04-07 10:51:05,1
84.0,48,46868.53,136.21,1,2016-04-17 05:08:52,1
52.13,50,40926.93,118.27,1,2016-01-28 17:03:54,1
71.83,40,22205.74,135.48,1,2016-02-18 22:42:33,1
78.36,24,58920.44,196.77,1,2016-06-24 21:09:58,0
50.18,35,63006.14,127.82,1,2016-06-20 04:24:41,1
64.67,51,24316.61,138.35,1,2016-02-14 16:33:29,1
69.5,26,68348.99,203.84,0,2016-02-27 13:51:44,0
65.22,30,66263.37,240.09,1,2016-05-07 15:16:07,0
62.06,40,63493.6,116.27,1,2016-03-16 20:10:53,1
84.29,30,56984.09,160.33,1,2016-06-26 02:06:59,1
32.91,37,51691.55,181.02,0,2016-07-17 14:26:04,1
39.5,31,49911.25,148.19,1,2016-01-28 16:42:36,1
75.19,31,33502.57,245.76,1,2016-06-16 18:04:51,0
76.21,31,65834.97,228.94,1,2016-06-19 23:21:38,0
67.76,31,66176.97,242.59,0,2016-05-24 17:42:58,0
40.01,53,51463.17,161.77,0,2016-03-01 22:06:37,1
52.7,41,41059.64,109.34,1,2016-01-31 08:50:38,1
68.41,38,61428.18,259.76,0,2016-04-30 15:27:22,0
35.55,39,51593.46,151.18,0,2016-01-13 20:38:35,1
74.54,24,57518.73,219.75,0,2016-03-30 16:15:59,0
81.75,24,52656.13,190.08,1,2016-04-29 18:53:43,0
87.85,31,52178.98,210.27,1,2016-06-14 19:48:34,0
60.23,60,46239.14,151.54,1,2016-07-15 15:43:36,1
87.97,35,48918.55,149.25,1,2016-03-24 05:38:01,0
78.17,27,65227.79,192.27,1,2016-04-26 20:57:48,0
67.91,23,55002.05,146.8,1,2016-01-12 03:28:31,1
85.77,27,52261.73,191.78,1,2016-04-09 23:26:42,0
41.16,49,59448.44,150.83,1,2016-03-28 09:15:58,1
53.54,39,47314.45,108.03,0,2016-06-23 11:05:01,1
73.94,26,55411.06,236.15,1,2016-01-24 01:53:14,0
63.43,29,66504.16,236.75,1,2016-04-15 10:18:55,0
84.59,36,47169.14,241.8,1,2016-04-26 13:13:20,0
70.13,31,70889.68,224.98,0,2016-05-16 23:21:06,0
40.19,37,55358.88,136.99,0,2016-01-18 02:51:13,1
58.95,55,56242.7,131.29,1,2016-06-20 08:34:46,1
35.76,51,45522.44,195.07,0,2016-07-18 04:53:22,1
59.36,49,46931.03,110.84,0,2016-07-01 01:12:04,1
91.1,40,55499.69,198.13,1,2016-03-07 22:51:00,0
61.04,41,75805.12,149.21,0,2016-05-02 15:31:28,1
74.06,23,40345.49,225.99,0,2016-07-23 06:18:51,0
64.63,45,15598.29,158.8,1,2016-06-12 03:11:04,1
81.29,28,33239.2,219.72,0,2016-02-15 20:41:05,0
76.07,36,68033.54,235.56,0,2016-01-23 01:42:28,0
75.92,22,38427.66,182.65,0,2016-02-26 01:18:44,0
78.35,46,53185.34,253.48,0,2016-01-11 02:07:14,0
46.14,28,39723.97,137.97,1,2016-04-04 13:56:14,1
44.33,41,43386.07,120.63,0,2016-01-14 09:27:59,1
46.43,28,53922.43,137.2,1,2016-04-25 03:18:45,1
66.04,27,71881.84,199.76,0,2016-03-05 23:02:11,0
84.31,29,47139.21,225.87,0,2016-01-06 21:43:22,0
83.66,38,68877.02,175.14,0,2016-02-18 03:58:36,0
81.25,33,65186.58,222.35,1,2016-04-16 14:15:55,0
85.26,32,55424.24,224.07,1,2016-02-24 06:18:11,0
86.53,46,46500.11,233.36,0,2016-06-29 01:19:21,0
76.44,26,58820.16,224.2,1,2016-01-05 06:34:20,0
52.84,43,28495.21,122.31,0,2016-07-16 10:14:04,1
85.24,31,61840.26,182.84,1,2016-06-17 03:23:13,0
74.71,46,37908.29,258.06,1,2016-06-13 11:06:40,0
82.95,39,69805.7,201.29,0,2016-04-05 08:18:45,0
76.42,26,60315.19,223.16,1,2016-04-17 18:38:14,0
42.04,49,67323.0,182.11,0,2016-02-03 16:54:33,1
46.28,26,50055.33,228.78,1,2016-04-18 21:07:28,1
48.26,50,43573.66,122.45,1,2016-06-18 22:31:22,1
71.03,55,28186.65,150.77,0,2016-03-12 07:18:36,1
81.37,33,66412.04,215.04,0,2016-01-15 01:20:05,0
58.05,32,15879.1,195.54,1,2016-02-12 10:39:10,1
75.0,29,63965.16,230.36,1,2016-02-16 02:29:03,0
79.61,31,58342.63,235.97,0,2016-04-04 21:23:13,0
52.56,31,33147.19,250.36,1,2016-04-24 01:48:21,1
62.18,33,65899.68,126.44,0,2016-05-20 00:00:48,1
77.89,26,64188.5,201.54,0,2016-05-15 03:10:50,0
66.08,61,58966.22,184.23,1,2016-01-07 23:02:43,1
89.21,33,44078.24,210.53,0,2016-07-19 12:05:58,0
49.96,55,60968.62,151.94,1,2016-04-04 00:02:20,1
77.44,28,65620.25,210.39,0,2016-06-10 04:21:57,0
82.58,38,65496.78,225.23,1,2016-03-11 14:50:56,0
39.36,29,52462.04,161.79,1,2016-01-14 20:58:10,1
47.23,38,70582.55,149.8,1,2016-06-22 05:22:58,1
87.85,34,51816.27,153.01,0,2016-03-19 08:00:58,0
65.57,46,23410.75,130.86,0,2016-04-15 15:07:17,1
78.01,26,62729.4,200.71,1,2016-03-28 02:29:19,0
44.15,28,48867.67,141.96,1,2016-01-22 15:03:25,1
43.57,36,50971.73,125.2,1,2016-06-25 17:33:35,1
76.83,28,67990.84,192.81,0,2016-03-04 14:33:38,0
42.06,34,43241.19,131.55,0,2016-06-29 02:48:44,1
76.27,27,60082.66,226.69,1,2016-06-18 01:42:37,0
74.27,37,65180.97,247.05,1,2016-01-31 09:57:34,0
73.27,28,67301.39,216.24,1,2016-05-22 15:17:25,0
74.58,36,70701.31,230.52,0,2016-07-22 11:05:10,0
77.5,28,60997.84,225.34,1,2016-07-13 14:05:22,0
87.16,33,60805.93,197.15,0,2016-02-11 11:50:26,0
87.16,37,50711.68,231.95,1,2016-03-16 20:33:10,0
66.26,47,14548.06,179.04,1,2016-04-25 19:31:39,1
65.15,29,41335.84,117.3,0,2016-07-14 22:43:29,1
68.25,33,76480.16,198.86,1,2016-05-30 08:02:35,0
73.49,38,67132.46,244.23,0,2016-02-14 11:36:08,0
39.19,54,52581.16,173.05,0,2016-01-23 21:15:57,1
80.15,25,55195.61,214.49,0,2016-07-18 02:51:19,0
86.76,28,48679.54,189.91,0,2016-02-10 08:21:13,0
73.88,29,63109.74,233.61,0,2016-01-04 06:37:15,0
58.6,19,44490.09,197.93,1,2016-06-05 21:38:22,0
69.77,54,57667.99,132.27,0,2016-06-01 03:17:50,1
87.27,30,51824.01,204.27,1,2016-03-06 06:51:23,1
77.65,28,66198.66,208.01,0,2016-02-26 19:35:54,0
76.02,40,73174.19,219.55,0,2016-07-13 14:30:14,0
78.84,26,56593.8,217.66,1,2016-06-29 07:20:46,0
71.33,23,31072.44,169.4,0,2016-03-15 06:54:21,1
81.9,41,66773.83,225.47,0,2016-06-11 06:47:55,0
46.89,48,72553.94,176.78,1,2016-07-17 13:22:43,1
77.8,57,43708.88,152.94,0,2016-02-14 14:38:01,1
45.44,43,48453.55,119.27,0,2016-05-04 05:01:37,1
69.96,31,73413.87,214.06,1,2016-05-20 12:17:28,0
87.35,35,58114.3,158.29,1,2016-01-26 02:47:17,0
49.42,53,45465.25,128.0,1,2016-07-07 18:07:19,1
71.27,21,50147.72,216.03,1,2016-01-11 12:46:31,0
49.19,38,61004.51,123.08,0,2016-05-12 12:11:12,1
39.96,35,53898.89,138.52,1,2016-02-28 23:21:22,1
85.01,29,59797.64,192.5,0,2016-05-03 16:02:50,0
68.95,51,74623.27,185.85,1,2016-03-15 20:19:20,0
67.59,45,58677.69,113.69,0,2016-07-23 05:21:39,1
75.71,34,62109.8,246.06,0,2016-03-11 10:01:23,0
43.07,36,60583.02,137.63,1,2016-02-11 20:45:46,1
39.47,43,65576.05,163.48,1,2016-07-06 23:09:07,1
48.22,40,73882.91,214.33,0,2016-03-22 19:14:47,0
76.76,25,50468.36,230.77,1,2016-05-26 13:28:36,0
78.74,27,51409.45,234.75,0,2016-06-18 19:10:14,0
67.47,24,60514.05,225.05,1,2016-03-20 07:12:52,0
81.17,30,57195.96,231.91,1,2016-06-03 07:00:36,0
89.66,34,52802.58,171.23,1,2016-02-03 15:15:42,0
79.6,28,56570.06,227.37,1,2016-05-03 16:55:02,0
65.53,19,51049.47,190.17,1,2016-06-20 02:25:12,0
61.87,35,66629.61,250.2,1,2016-07-10 19:15:52,0
83.16,41,70185.06,194.95,0,2016-01-04 04:00:35,0
44.11,41,43111.41,121.24,1,2016-04-20 16:49:15,1
56.57,26,56435.6,131.98,0,2016-01-23 13:14:18,1
83.91,29,53223.58,222.87,0,2016-01-04 22:27:25,0
79.8,28,57179.91,229.88,1,2016-04-08 22:40:55,0
71.23,52,41521.28,122.59,0,2016-01-05 11:53:17,1
47.23,43,73538.09,210.87,1,2016-03-17 22:24:02,1
82.37,30,63664.32,207.44,0,2016-06-29 04:23:10,0
43.63,38,61757.12,135.25,1,2016-05-25 19:45:16,1
70.9,28,71727.51,190.95,0,2016-06-17 23:19:38,0
71.9,29,72203.96,193.29,1,2016-04-24 07:20:16,0
62.12,37,50671.6,105.86,1,2016-03-18 13:00:12,1
67.35,29,47510.42,118.69,0,2016-04-28 21:58:25,1
57.99,50,62466.1,124.58,0,2016-02-12 08:46:15,1
66.8,29,59683.16,248.51,0,2016-07-11 13:23:37,1
49.13,32,41097.17,120.49,0,2016-01-29 00:45:19,1
45.11,58,39799.73,195.69,0,2016-01-05 16:26:44,1
54.35,42,76984.21,164.02,0,2016-06-20 08:22:09,0
61.82,59,57877.15,151.93,1,2016-02-06 17:48:28,1
77.75,31,59047.91,240.64,1,2016-06-22 17:19:09,0
70.61,28,72154.68,190.12,0,2016-04-16 05:24:33,0
82.72,31,65704.79,179.82,0,2016-01-17 05:07:11,0
76.87,36,72948.76,212.59,0,2016-07-08 22:30:10,0
65.07,34,73941.91,227.53,1,2016-03-11 00:05:48,0
56.93,37,57887.64,111.8,0,2016-06-10 00:35:15,1
48.86,35,62463.7,128.37,1,2016-01-04 00:44:57,1
36.56,29,42838.29,195.89,0,2016-01-01 15:14:24,1
85.73,32,43778.88,147.75,1,2016-07-10 17:24:51,1
75.81,40,71157.05,229.19,0,2016-03-27 19:50:11,0
72.94,31,74159.69,190.84,0,2016-04-29 13:38:19,0
53.63,54,50333.72,126.29,1,2016-01-08 18:13:43,1
52.35,25,33293.78,147.61,1,2016-06-05 07:54:30,1
52.84,51,38641.2,121.57,1,2016-06-29 10:50:45,1
51.58,33,49822.78,115.91,0,2016-04-24 13:46:10,1
42.32,29,63891.29,187.09,1,2016-02-14 04:14:13,1
55.04,42,43881.73,106.96,1,2016-06-15 05:43:02,1
68.58,41,13996.5,171.54,1,2016-07-06 12:04:29,1
85.54,27,48761.14,175.43,1,2016-03-31 13:54:51,0
71.14,30,69758.31,224.82,0,2016-06-21 00:52:47,0
64.38,19,52530.1,180.47,1,2016-05-27 05:23:26,0
88.85,40,58363.12,213.96,0,2016-01-17 18:45:55,0
66.79,60,60575.99,198.3,1,2016-04-07 20:34:42,1
32.6,45,48206.04,185.47,0,2016-05-02 18:37:01,1
43.88,54,31523.09,166.85,1,2016-06-04 17:24:07,1
56.46,26,66187.58,151.63,0,2016-04-07 18:52:57,1
72.18,30,69438.04,225.02,0,2016-06-10 22:21:10,0
52.67,44,14775.5,191.26,0,2016-05-19 06:37:38,1
80.55,35,68016.9,219.91,0,2016-03-28 23:01:24,0
67.85,41,78520.99,202.7,1,2016-01-21 22:51:34,1
75.55,36,31998.72,123.71,1,2016-03-12 06:05:12,1
80.46,29,56909.3,230.78,0,2016-06-04 09:13:29,0
82.69,29,61161.29,167.41,1,2016-05-24 10:16:38,0
35.21,39,52340.1,154.0,1,2016-03-25 06:36:53,1
36.37,40,47338.94,144.53,1,2016-04-22 00:28:18,1
74.07,22,50950.24,165.43,1,2016-03-22 04:13:35,0
59.96,33,77143.61,197.66,0,2016-01-14 08:27:04,1
85.62,29,57032.36,195.68,0,2016-04-14 21:37:49,0
40.88,33,48554.45,136.18,1,2016-05-31 17:50:15,1
36.98,31,39552.49,167.87,1,2016-03-17 06:25:47,1
35.49,47,36884.23,170.04,0,2016-04-13 07:07:36,1
56.56,26,68783.45,204.47,1,2016-02-03 22:11:13,0
36.62,32,51119.93,162.44,1,2016-02-02 19:59:17,1
49.35,49,44304.13,119.86,0,2016-04-07 20:38:02,1
75.64,29,69718.19,204.82,1,2016-03-15 19:35:19,0
79.22,27,63429.18,198.79,1,2016-03-11 12:39:19,0
77.05,34,65756.36,236.08,0,2016-05-17 18:06:46,0
66.83,46,77871.75,196.17,1,2016-02-28 23:10:32,0
76.2,24,47258.59,228.81,1,2016-03-02 06:35:08,0
56.64,29,55984.89,123.24,1,2016-02-27 08:52:50,1
53.33,34,44275.13,111.63,1,2016-03-14 04:34:35,1
50.63,50,25767.16,142.23,0,2016-03-10 15:07:44,1
41.84,49,37605.11,139.32,0,2016-05-01 08:27:12,1
53.92,41,25739.09,125.46,1,2016-06-12 11:17:25,1
83.89,28,60188.38,180.88,1,2016-05-28 12:20:15,0
55.32,43,67682.32,127.65,0,2016-03-18 09:08:39,1
53.22,44,44307.18,108.85,0,2016-05-26 06:03:57,1
43.16,35,25371.52,156.11,1,2016-07-06 03:40:17,1
67.51,43,23942.61,127.2,0,2016-04-29 14:10:00,1
43.16,29,50666.5,143.04,1,2016-03-05 20:53:19,1
79.89,30,50356.06,241.38,1,2016-05-30 08:35:54,0
84.25,32,63936.5,170.9,1,2016-04-10 06:32:11,0
74.18,28,69874.18,203.87,0,2016-01-20 02:31:36,0
85.78,34,50038.65,232.78,0,2016-07-20 21:53:42,0
80.96,39,67866.95,225.0,1,2016-01-17 04:12:30,0
36.91,48,54645.2,159.69,0,2016-02-24 07:13:00,1
54.47,23,46780.09,141.52,0,2016-03-26 19:37:46,1
81.98,34,67432.49,212.88,0,2016-06-04 09:25:27,0
79.6,39,73392.28,194.23,0,2016-04-22 07:48:33,0
57.51,38,47682.28,105.71,0,2016-03-31 08:53:43,1
82.3,31,56735.83,232.21,0,2016-04-16 08:36:08,0
73.21,30,51013.37,252.6,1,2016-05-12 20:57:10,1
79.09,32,69481.85,209.72,1,2016-05-07 21:32:51,0
68.47,28,67033.34,226.64,0,2016-06-25 00:33:23,0
83.69,36,68717.0,192.57,0,2016-03-23 05:27:35,0
83.48,31,59340.99,222.72,1,2016-03-04 13:47:47,0
43.49,45,47968.32,124.67,0,2016-06-14 12:08:10,1
66.69,35,48758.92,108.27,0,2016-05-11 19:13:42,1
48.46,49,61230.03,132.38,1,2016-01-21 23:33:22,1
42.51,30,54755.71,144.77,1,2016-01-15 19:45:33,1
42.83,34,54324.73,132.38,1,2016-04-23 09:42:08,1
41.46,42,52177.4,128.98,1,2016-05-23 08:06:24,1
45.99,33,51163.14,124.61,1,2016-02-27 15:04:52,1
68.72,27,66861.67,225.97,0,2016-02-23 17:37:46,0
63.11,34,63107.88,254.94,1,2016-03-17 22:59:46,0
49.21,46,49206.4,115.6,0,2016-02-28 03:34:35,1
55.77,49,55942.04,117.33,1,2016-03-15 14:33:12,1
44.13,40,33601.84,128.48,1,2016-03-03 20:20:32,1
57.82,46,48867.36,107.56,1,2016-04-06 14:16:52,1
72.46,40,56683.32,113.53,0,2016-05-01 09:23:25,1
61.88,45,38260.89,108.18,0,2016-05-30 08:02:27,1
78.24,23,54106.21,199.29,0,2016-04-04 11:39:51,0
74.61,38,71055.22,231.28,1,2016-04-06 23:10:40,0
89.18,37,46403.18,224.01,1,2016-04-26 21:45:50,0
44.16,42,61690.93,133.42,1,2016-05-25 00:34:59,1
55.74,37,26130.93,124.34,1,2016-02-11 16:45:41,1
88.82,36,58638.75,169.1,0,2016-01-30 00:05:37,0
70.39,32,47357.39,261.52,1,2016-07-12 10:56:21,0
59.05,52,50086.17,118.45,1,2016-04-23 03:46:34,1
78.58,33,51772.58,250.11,1,2016-04-16 10:36:49,0
35.11,35,47638.3,158.03,1,2016-03-11 13:07:30,1
60.39,45,38987.42,108.25,1,2016-03-02 15:39:02,1
81.56,26,51363.16,213.7,1,2016-07-13 21:31:14,0
75.03,34,35764.49,255.57,0,2016-05-29 18:12:00,1
50.87,24,62939.5,190.41,0,2016-05-10 17:13:47,1
82.8,30,58776.67,223.2,1,2016-05-07 08:39:47,0
78.51,25,59106.12,205.71,1,2016-01-17 13:27:13,0
37.65,51,50457.01,161.29,1,2016-03-09 06:22:03,1
83.17,43,54251.78,244.4,1,2016-04-05 18:02:49,0
91.37,45,51920.49,182.65,1,2016-04-01 07:37:18,1
68.25,29,70324.8,220.08,0,2016-02-15 16:18:49,0
81.32,25,52416.18,165.65,0,2016-03-08 05:12:57,0
76.64,39,66217.31,241.5,1,2016-02-09 23:38:30,0
74.06,50,60938.73,246.29,1,2016-06-17 09:38:22,0
39.53,33,40243.82,142.21,1,2016-06-01 12:27:17,1
86.58,32,60151.77,195.93,1,2016-02-26 23:44:44,0
90.75,40,45945.88,216.5,0,2016-03-11 09:58:32,0
67.71,25,63430.33,225.76,1,2016-04-28 02:55:10,0
82.41,36,65882.81,222.08,0,2016-04-12 04:22:42,0
45.82,27,64410.8,171.24,1,2016-02-10 20:43:38,1
