,transaction_id,Member_number,Date,itemDescription,year,month,day,day_of_week
2208,860,4761,2015-01-03,curd,2015,1,3,5
2209,861,4761,2014-11-24,pip fruit,2014,11,24,0
2210,861,4761,2014-11-24,white bread,2014,11,24,0
2211,861,4761,2014-11-24,margarine,2014,11,24,0
2212,861,4761,2014-11-24,baking powder,2014,11,24,0
2213,862,4761,2014-05-23,frozen fish,2014,5,23,4
2214,862,4761,2014-05-23,ketchup,2014,5,23,4
2215,863,4760,2015-02-22,canned beer,2015,2,22,6
2216,863,4760,2015-02-22,grapes,2015,2,22,6
2217,863,4760,2015-02-22,whole milk,2015,2,22,6
2218,863,4760,2015-02-22,dessert,2015,2,22,6
2219,864,4760,2015-02-04,salty snack,2015,2,4,2
2220,864,4760,2015-02-04,rolls/buns,2015,2,4,2
2221,864,4760,2015-02-04,butter,2015,2,4,2
2222,864,4760,2015-02-04,tropical fruit,2015,2,4,2
2223,864,4760,2015-02-04,pastry,2015,2,4,2
2224,864,4760,2015-02-04,root vegetables,2015,2,4,2
2225,864,4760,2015-02-04,fruit/vegetable juice,2015,2,4,2
2226,864,4760,2015-02-04,semi-finished bread,2015,2,4,2
2227,865,4760,2014-12-16,other vegetables,2014,12,16,1
2228,865,4760,2014-12-16,dishes,2014,12,16,1
2229,866,4760,2014-10-16,dessert,2014,10,16,3
2230,866,4760,2014-10-16,curd,2014,10,16,3
2231,866,4760,2014-10-16,whole milk,2014,10,16,3
2232,866,4760,2014-10-16,bottled water,2014,10,16,3
2233,867,4759,2015-02-20,frankfurter,2015,2,20,4
2234,867,4759,2015-02-20,frankfurter,2015,2,20,4
2235,867,4759,2015-02-20,ham,2015,2,20,4
2236,867,4759,2015-02-20,beef,2015,2,20,4
2237,867,4759,2015-02-20,baby cosmetics,2015,2,20,4
2238,867,4759,2015-02-20,other vegetables,2015,2,20,4
2239,867,4759,2015-02-20,domestic eggs,2015,2,20,4
2240,867,4759,2015-02-20,artif. sweetener,2015,2,20,4
2241,867,4759,2015-02-20,margarine,2015,2,20,4
2242,868,4759,2014-01-24,chewing gum,2014,1,24,4
2243,868,4759,2014-01-24,root vegetables,2014,1,24,4
2244,868,4759,2014-01-24,frozen vegetables,2014,1,24,4
2245,869,4758,2014-11-15,fruit/vegetable juice,2014,11,15,5
2246,869,4758,2014-11-15,spices,2014,11,15,5
2247,870,4758,2014-08-05,pip fruit,2014,8,5,1
2248,870,4758,2014-08-05,butter,2014,8,5,1
2249,871,4758,2014-06-12,pasta,2014,6,12,3
2250,871,4758,2014-06-12,root vegetables,2014,6,12,3
2251,872,4758,2014-01-04,rolls/buns,2014,1,4,5
2252,872,4758,2014-01-04,bottled beer,2014,1,4,5
2253,872,4758,2014-01-04,white bread,2014,1,4,5
2254,873,4757,2015-12-01,frozen meals,2015,12,1,1
2255,873,4757,2015-12-01,yogurt,2015,12,1,1
2256,874,4757,2015-09-01,soda,2015,9,1,1
2257,874,4757,2015-09-01,herbs,2015,9,1,1
2258,874,4757,2015-09-01,canned beer,2015,9,1,1
2259,874,4757,2015-09-01,soda,2015,9,1,1
2260,874,4757,2015-09-01,seasonal products,2015,9,1,1
2261,874,4757,2015-09-01,dishes,2015,9,1,1
2262,874,4757,2015-09-01,yogurt,2015,9,1,1
2263,874,4757,2015-09-01,mayonnaise,2015,9,1,1
2264,874,4757,2015-09-01,flower (seeds),2015,9,1,1
2265,875,4757,2015-06-16,misc. beverages,2015,6,16,1
2266,875,4757,2015-06-16,pip fruit,2015,6,16,1
2267,876,4756,2015-09-18,tropical fruit,2015,9,18,4
2268,876,4756,2015-09-18,frozen fish,2015,9,18,4
2269,876,4756,2015-09-18,bottled water,2015,9,18,4
2270,877,4756,2015-03-29,other vegetables,2015,3,29,6
2271,877,4756,2015-03-29,whipped/sour cream,2015,3,29,6
2272,878,4756,2014-10-12,tropical fruit,2014,10,12,6
2273,878,4756,2014-10-12,coffee,2014,10,12,6
2274,878,4756,2014-10-12,red/blush wine,2014,10,12,6
2275,879,4756,2014-10-11,fruit/vegetable juice,2014,10,11,5
2276,879,4756,2014-10-11,pot plants,2014,10,11,5
2277,880,4756,2014-09-05,whipped/sour cream,2014,9,5,4
2278,880,4756,2014-09-05,curd,2014,9,5,4
2279,881,4756,2014-05-07,beef,2014,5,7,2
2280,881,4756,2014-05-07,whole milk,2014,5,7,2
2281,882,4755,2015-12-27,canned beer,2015,12,27,6
2282,882,4755,2015-12-27,rolls/buns,2015,12,27,6
2283,882,4755,2015-12-27,baking powder,2015,12,27,6
2284,883,4753,2015-08-11,other vegetables,2015,8,11,1
2285,883,4753,2015-08-11,finished products,2015,8,11,1
2286,883,4753,2015-08-11,beef,2015,8,11,1
2287,883,4753,2015-08-11,whole milk,2015,8,11,1
2288,883,4753,2015-08-11,chocolate,2015,8,11,1
2289,883,4753,2015-08-11,sugar,2015,8,11,1
2290,884,4753,2015-06-21,whole milk,2015,6,21,6
2291,884,4753,2015-06-21,citrus fruit,2015,6,21,6
2292,884,4753,2015-06-21,long life bakery product,2015,6,21,6
2293,884,4753,2015-06-21,salty snack,2015,6,21,6
2294,884,4753,2015-06-21,chocolate,2015,6,21,6
2295,885,4753,2015-05-03,soups,2015,5,3,6
2296,885,4753,2015-05-03,sugar,2015,5,3,6
2297,885,4753,2015-05-03,seasonal products,2015,5,3,6
2298,885,4753,2015-05-03,bottled beer,2015,5,3,6
2299,886,4753,2014-11-10,meat,2014,11,10,0
2300,886,4753,2014-11-10,rolls/buns,2014,11,10,0
2301,886,4753,2014-11-10,frozen potato products,2014,11,10,0
2302,887,4753,2014-08-31,root vegetables,2014,8,31,6
2303,887,4753,2014-08-31,fruit/vegetable juice,2014,8,31,6
2304,887,4753,2014-08-31,specialty chocolate,2014,8,31,6
2305,888,4753,2014-01-12,whole milk,2014,1,12,6
2306,888,4753,2014-01-12,white wine,2014,1,12,6
2307,889,4752,2015-11-02,yogurt,2015,11,2,0
2308,889,4752,2015-11-02,UHT-milk,2015,11,2,0
2309,889,4752,2015-11-02,dessert,2015,11,2,0
2310,889,4752,2015-11-02,frozen dessert,2015,11,2,0
2311,890,4752,2015-05-18,liver loaf,2015,5,18,0
2312,890,4752,2015-05-18,pip fruit,2015,5,18,0
2313,891,4752,2014-04-03,meat,2014,4,3,3
2314,891,4752,2014-04-03,whipped/sour cream,2014,4,3,3
2315,892,4751,2015-11-19,chicken,2015,11,19,3
2316,892,4751,2015-11-19,soda,2015,11,19,3
2317,893,4751,2014-11-29,soft cheese,2014,11,29,5
2318,893,4751,2014-11-29,rolls/buns,2014,11,29,5
2319,894,4751,2014-02-03,butter,2014,2,3,0
2320,894,4751,2014-02-03,candy,2014,2,3,0
2321,895,4750,2015-09-21,flour,2015,9,21,0
2322,895,4750,2015-09-21,pork,2015,9,21,0
2323,895,4750,2015-09-21,butter,2015,9,21,0
2324,895,4750,2015-09-21,shopping bags,2015,9,21,0
2325,895,4750,2015-09-21,hard cheese,2015,9,21,0
2326,896,4750,2015-04-08,yogurt,2015,4,8,2
2327,896,4750,2015-04-08,whipped/sour cream,2015,4,8,2
2328,897,4750,2014-11-04,pork,2014,11,4,1
2329,897,4750,2014-11-04,whipped/sour cream,2014,11,4,1
2330,898,4750,2014-03-05,yogurt,2014,3,5,2
2331,898,4750,2014-03-05,brown bread,2014,3,5,2
2332,899,4749,2015-02-15,tropical fruit,2015,2,15,6
2333,899,4749,2015-02-15,root vegetables,2015,2,15,6
2334,899,4749,2015-02-15,detergent,2015,2,15,6
2335,900,4749,2014-11-09,root vegetables,2014,11,9,6
2336,900,4749,2014-11-09,dessert,2014,11,9,6
2337,901,4749,2014-10-30,tropical fruit,2014,10,30,3
2338,901,4749,2014-10-30,mustard,2014,10,30,3
2339,902,4749,2014-01-10,finished products,2014,1,10,4
2340,902,4749,2014-01-10,dessert,2014,1,10,4
2341,903,4748,2015-12-15,soda,2015,12,15,1
2342,903,4748,2015-12-15,soda,2015,12,15,1
2343,904,4748,2015-07-05,rolls/buns,2015,7,5,6
2344,904,4748,2015-07-05,fruit/vegetable juice,2015,7,5,6
2345,905,4748,2015-03-24,chicken,2015,3,24,1
2346,905,4748,2015-03-24,root vegetables,2015,3,24,1
2347,905,4748,2015-03-24,yogurt,2015,3,24,1
2348,906,4748,2015-03-23,pork,2015,3,23,0
2349,906,4748,2015-03-23,newspapers,2015,3,23,0
2350,906,4748,2015-03-23,napkins,2015,3,23,0
2351,907,4748,2014-04-19,other vegetables,2014,4,19,5
2352,907,4748,2014-04-19,whole milk,2014,4,19,5
2353,908,4747,2015-08-24,frankfurter,2015,8,24,0
2354,908,4747,2015-08-24,baking powder,2015,8,24,0
2355,908,4747,2015-08-24,shopping bags,2015,8,24,0
2356,909,4747,2015-08-06,other vegetables,2015,8,6,3
2357,909,4747,2015-08-06,cream cheese ,2015,8,6,3
2358,909,4747,2015-08-06,tropical fruit,2015,8,6,3
2359,909,4747,2015-08-06,root vegetables,2015,8,6,3
2360,909,4747,2015-08-06,specialty chocolate,2015,8,6,3
2361,910,4747,2014-11-05,root vegetables,2014,11,5,2
2362,910,4747,2014-11-05,other vegetables,2014,11,5,2
2363,910,4747,2014-11-05,bottled beer,2014,11,5,2
2364,910,4747,2014-11-05,softener,2014,11,5,2
2365,911,4747,2014-02-04,pip fruit,2014,2,4,1
2366,911,4747,2014-02-04,soft cheese,2014,2,4,1
2367,912,4747,2014-01-05,tropical fruit,2014,1,5,6
2368,912,4747,2014-01-05,pastry,2014,1,5,6
2369,913,4746,2015-10-18,meat,2015,10,18,6
2370,913,4746,2015-10-18,ham,2015,10,18,6
2371,914,4746,2015-09-12,frozen vegetables,2015,9,12,5
2372,914,4746,2015-09-12,yogurt,2015,9,12,5
2373,915,4746,2015-06-06,ham,2015,6,6,5
2374,915,4746,2015-06-06,cake bar,2015,6,6,5
2375,915,4746,2015-06-06,whole milk,2015,6,6,5
2376,916,4746,2014-12-02,hygiene articles,2014,12,2,1
2377,916,4746,2014-12-02,bottled water,2014,12,2,1
2378,917,4746,2014-08-07,sausage,2014,8,7,3
2379,917,4746,2014-08-07,sugar,2014,8,7,3
2380,917,4746,2014-08-07,semi-finished bread,2014,8,7,3
2381,918,4746,2014-02-01,margarine,2014,2,1,5
2382,918,4746,2014-02-01,newspapers,2014,2,1,5
2383,919,4745,2015-12-24,pastry,2015,12,24,3
2384,919,4745,2015-12-24,shopping bags,2015,12,24,3
2385,920,4745,2015-12-04,bottled beer,2015,12,4,4
2386,920,4745,2015-12-04,rolls/buns,2015,12,4,4
2387,920,4745,2015-12-04,soda,2015,12,4,4
2388,921,4745,2015-09-29,ham,2015,9,29,1
2389,921,4745,2015-09-29,rolls/buns,2015,9,29,1
2390,921,4745,2015-09-29,canned fish,2015,9,29,1
2391,921,4745,2015-09-29,shopping bags,2015,9,29,1
2392,922,4745,2014-08-20,soft cheese,2014,8,20,2
2393,922,4745,2014-08-20,long life bakery product,2014,8,20,2
2394,923,4745,2014-08-14,pip fruit,2014,8,14,3
2395,923,4745,2014-08-14,pastry,2014,8,14,3
2396,924,4745,2014-03-28,soft cheese,2014,3,28,4
2397,924,4745,2014-03-28,bottled water,2014,3,28,4
2398,925,4745,2014-01-04,cat food,2014,1,4,5
2399,925,4745,2014-01-04,soda,2014,1,4,5
2400,926,4744,2015-10-28,citrus fruit,2015,10,28,2
2401,926,4744,2015-10-28,onions,2015,10,28,2
2402,926,4744,2015-10-28,salty snack,2015,10,28,2
2403,926,4744,2015-10-28,brown bread,2015,10,28,2
2404,927,4744,2015-08-29,frankfurter,2015,8,29,5
2405,927,4744,2015-08-29,whole milk,2015,8,29,5
2406,927,4744,2015-08-29,fruit/vegetable juice,2015,8,29,5
2407,927,4744,2015-08-29,candy,2015,8,29,5
2408,928,4744,2015-01-20,hamburger meat,2015,1,20,1
2409,928,4744,2015-01-20,soda,2015,1,20,1
2410,929,4744,2014-12-23,other vegetables,2014,12,23,1
2411,929,4744,2014-12-23,yogurt,2014,12,23,1
2412,929,4744,2014-12-23,salty snack,2014,12,23,1
2413,930,4744,2014-01-31,frankfurter,2014,1,31,4
2414,930,4744,2014-01-31,other vegetables,2014,1,31,4
2415,931,4743,2015-04-07,whole milk,2015,4,7,1
2416,931,4743,2015-04-07,domestic eggs,2015,4,7,1
2417,931,4743,2015-04-07,chocolate marshmallow,2015,4,7,1
2418,932,4743,2015-01-24,sausage,2015,1,24,5
2419,932,4743,2015-01-24,pastry,2015,1,24,5
2420,932,4743,2015-01-24,bottled beer,2015,1,24,5
2421,932,4743,2015-01-24,UHT-milk,2015,1,24,5
2422,933,4743,2014-07-07,nuts/prunes,2014,7,7,0
2423,933,4743,2014-07-07,coffee,2014,7,7,0
2424,934,4743,2014-05-31,soda,2014,5,31,5
2425,934,4743,2014-05-31,napkins,2014,5,31,5
2426,935,4743,2014-05-15,soda,2014,5,15,3
2427,935,4743,2014-05-15,other vegetables,2014,5,15,3
2428,936,4742,2015-11-15,beverages,2015,11,15,6
2429,936,4742,2015-11-15,citrus fruit,2015,11,15,6
2430,936,4742,2015-11-15,tropical fruit,2015,11,15,6
2431,936,4742,2015-11-15,ready soups,2015,11,15,6
2432,936,4742,2015-11-15,canned fish,2015,11,15,6
2433,936,4742,2015-11-15,soda,2015,11,15,6
2434,937,4742,2015-11-01,ham,2015,11,1,6
2435,937,4742,2015-11-01,meat,2015,11,1,6
2436,938,4742,2015-06-22,white wine,2015,6,22,0
2437,938,4742,2015-06-22,pastry,2015,6,22,0
2438,938,4742,2015-06-22,hard cheese,2015,6,22,0
2439,938,4742,2015-06-22,coffee,2015,6,22,0
2440,938,4742,2015-06-22,hygiene articles,2015,6,22,0
2441,939,4742,2015-05-04,oil,2015,5,4,0
2442,939,4742,2015-05-04,citrus fruit,2015,5,4,0
2443,940,4741,2015-09-25,other vegetables,2015,9,25,4
2444,940,4741,2015-09-25,whole milk,2015,9,25,4
2445,941,4741,2015-08-09,beef,2015,8,9,6
2446,941,4741,2015-08-09,finished products,2015,8,9,6
2447,942,4741,2015-02-25,chicken,2015,2,25,2
2448,942,4741,2015-02-25,whole milk,2015,2,25,2
2449,942,4741,2015-02-25,whole milk,2015,2,25,2
2450,942,4741,2015-02-25,chewing gum,2015,2,25,2
2451,943,4741,2014-10-12,sausage,2014,10,12,6
2452,943,4741,2014-10-12,fruit/vegetable juice,2014,10,12,6
2453,943,4741,2014-10-12,chewing gum,2014,10,12,6
2454,944,4741,2014-07-08,frozen vegetables,2014,7,8,1
2455,944,4741,2014-07-08,flower (seeds),2014,7,8,1
2456,945,4741,2014-04-13,ice cream,2014,4,13,6
2457,945,4741,2014-04-13,butter,2014,4,13,6
2458,946,4741,2014-02-28,onions,2014,2,28,4
2459,946,4741,2014-02-28,waffles,2014,2,28,4
2460,947,4740,2015-10-07,coffee,2015,10,7,2
2461,947,4740,2015-10-07,other vegetables,2015,10,7,2
2462,947,4740,2015-10-07,margarine,2015,10,7,2
2463,947,4740,2015-10-07,domestic eggs,2015,10,7,2
2464,948,4740,2015-02-10,bottled water,2015,2,10,1
2465,948,4740,2015-02-10,UHT-milk,2015,2,10,1
2466,949,4740,2014-10-10,rolls/buns,2014,10,10,4
2467,949,4740,2014-10-10,dog food,2014,10,10,4
2468,950,4740,2014-03-09,dessert,2014,3,9,6
2469,950,4740,2014-03-09,whole milk,2014,3,9,6
2470,951,4739,2014-04-12,onions,2014,4,12,5
2471,951,4739,2014-04-12,soda,2014,4,12,5
2472,952,4739,2014-04-02,flour,2014,4,2,2
2473,952,4739,2014-04-02,yogurt,2014,4,2,2
2474,953,4738,2015-08-15,other vegetables,2015,8,15,5
2475,953,4738,2015-08-15,whole milk,2015,8,15,5
2476,954,4738,2014-08-06,bottled beer,2014,8,6,2
2477,954,4738,2014-08-06,dog food,2014,8,6,2
2478,955,4738,2014-02-26,sausage,2014,2,26,2
2479,955,4738,2014-02-26,grapes,2014,2,26,2
2480,956,4737,2015-09-19,pork,2015,9,19,5
2481,956,4737,2015-09-19,root vegetables,2015,9,19,5
2482,957,4736,2015-07-21,butter,2015,7,21,1
2483,957,4736,2015-07-21,other vegetables,2015,7,21,1
2484,957,4736,2015-07-21,soda,2015,7,21,1
2485,957,4736,2015-07-21,yogurt,2015,7,21,1
2486,957,4736,2015-07-21,UHT-milk,2015,7,21,1
2487,958,4736,2015-03-04,beef,2015,3,4,2
2488,958,4736,2015-03-04,onions,2015,3,4,2
2489,959,4736,2014-10-02,other vegetables,2014,10,2,3
2490,959,4736,2014-10-02,curd,2014,10,2,3
2491,960,4736,2014-04-25,pastry,2014,4,25,4
2492,960,4736,2014-04-25,seasonal products,2014,4,25,4
2493,961,4735,2015-01-04,curd,2015,1,4,6
2494,961,4735,2015-01-04,whole milk,2015,1,4,6
2495,962,4735,2014-10-10,specialty chocolate,2014,10,10,4
2496,962,4735,2014-10-10,hamburger meat,2014,10,10,4
2497,962,4735,2014-10-10,frozen fish,2014,10,10,4
2498,963,4735,2014-05-23,sliced cheese,2014,5,23,4
2499,963,4735,2014-05-23,skin care,2014,5,23,4
2500,964,4735,2014-03-30,bottled water,2014,3,30,6
2501,964,4735,2014-03-30,rolls/buns,2014,3,30,6
2502,965,4735,2014-03-27,brown bread,2014,3,27,3
2503,965,4735,2014-03-27,honey,2014,3,27,3
2504,965,4735,2014-03-27,pet care,2014,3,27,3
2505,966,4734,2015-12-07,roll products ,2015,12,7,0
2506,966,4734,2015-12-07,whole milk,2015,12,7,0
2507,966,4734,2015-12-07,tropical fruit,2015,12,7,0
2508,966,4734,2015-12-07,rolls/buns,2015,12,7,0
2509,966,4734,2015-12-07,rolls/buns,2015,12,7,0
2510,967,4734,2015-11-22,tropical fruit,2015,11,22,6
2511,967,4734,2015-11-22,rolls/buns,2015,11,22,6
2512,968,4734,2015-10-02,sausage,2015,10,2,4
2513,968,4734,2015-10-02,pork,2015,10,2,4
2514,968,4734,2015-10-02,yogurt,2015,10,2,4
2515,968,4734,2015-10-02,napkins,2015,10,2,4
2516,969,4733,2015-09-03,soda,2015,9,3,3
2517,969,4733,2015-09-03,other vegetables,2015,9,3,3
2518,970,4733,2015-01-19,pip fruit,2015,1,19,0
2519,970,4733,2015-01-19,nuts/prunes,2015,1,19,0
2520,970,4733,2015-01-19,bottled beer,2015,1,19,0
2521,971,4733,2014-09-11,pip fruit,2014,9,11,3
2522,971,4733,2014-09-11,shopping bags,2014,9,11,3
2523,972,4733,2014-08-21,beef,2014,8,21,3
2524,972,4733,2014-08-21,curd cheese,2014,8,21,3
2525,973,4732,2014-03-12,soda,2014,3,12,2
2526,973,4732,2014-03-12,napkins,2014,3,12,2
2527,974,4731,2015-04-04,rolls/buns,2015,4,4,5
2528,974,4731,2015-04-04,yogurt,2015,4,4,5
2529,974,4731,2015-04-04,napkins,2015,4,4,5
2530,974,4731,2015-04-04,yogurt,2015,4,4,5
2531,974,4731,2015-04-04,candy,2015,4,4,5
2532,974,4731,2015-04-04,sliced cheese,2015,4,4,5
2533,975,4730,2014-11-26,other vegetables,2014,11,26,2
2534,975,4730,2014-11-26,sliced cheese,2014,11,26,2
2535,976,4730,2014-09-26,whole milk,2014,9,26,4
2536,976,4730,2014-09-26,root vegetables,2014,9,26,4
2537,977,4729,2015-08-04,salt,2015,8,4,1
2538,977,4729,2015-08-04,frozen vegetables,2015,8,4,1
2539,978,4729,2014-12-27,shopping bags,2014,12,27,5
2540,978,4729,2014-12-27,fruit/vegetable juice,2014,12,27,5
2541,979,4729,2014-03-22,whole milk,2014,3,22,5
2542,979,4729,2014-03-22,butter,2014,3,22,5
2543,980,4728,2015-06-09,other vegetables,2015,6,9,1
2544,980,4728,2015-06-09,rolls/buns,2015,6,9,1
2545,981,4728,2015-04-25,beef,2015,4,25,5
2546,981,4728,2015-04-25,chocolate marshmallow,2015,4,25,5
2547,981,4728,2015-04-25,margarine,2015,4,25,5
2548,982,4728,2015-02-15,white bread,2015,2,15,6
2549,982,4728,2015-02-15,pip fruit,2015,2,15,6
2550,983,4728,2014-11-06,pastry,2014,11,6,3
2551,983,4728,2014-11-06,soda,2014,11,6,3
2552,983,4728,2014-11-06,instant coffee,2014,11,6,3
2553,984,4727,2015-11-21,frankfurter,2015,11,21,5
2554,984,4727,2015-11-21,whole milk,2015,11,21,5
2555,985,4727,2015-11-04,rolls/buns,2015,11,4,2
2556,985,4727,2015-11-04,root vegetables,2015,11,4,2
2557,985,4727,2015-11-04,yogurt,2015,11,4,2
2558,986,4727,2015-06-10,bottled water,2015,6,10,2
2559,986,4727,2015-06-10,root vegetables,2015,6,10,2
2560,987,4727,2014-12-04,other vegetables,2014,12,4,3
2561,987,4727,2014-12-04,rolls/buns,2014,12,4,3
2562,987,4727,2014-12-04,beverages,2014,12,4,3
2563,988,4726,2015-08-07,other vegetables,2015,8,7,4
2564,988,4726,2015-08-07,chicken,2015,8,7,4
2565,989,4726,2015-06-02,whole milk,2015,6,2,1
2566,989,4726,2015-06-02,liquor (appetizer),2015,6,2,1
2567,990,4726,2015-01-03,whole milk,2015,1,3,5
2568,990,4726,2015-01-03,tropical fruit,2015,1,3,5
2569,991,4726,2014-01-04,rolls/buns,2014,1,4,5
2570,991,4726,2014-01-04,whole milk,2014,1,4,5
2571,992,4725,2015-02-12,butter milk,2015,2,12,3
2572,992,4725,2015-02-12,whole milk,2015,2,12,3
2573,992,4725,2015-02-12,white bread,2015,2,12,3
2574,992,4725,2015-02-12,rolls/buns,2015,2,12,3
2575,993,4725,2015-01-09,rolls/buns,2015,1,9,4
2576,993,4725,2015-01-09,cat food,2015,1,9,4
2577,994,4725,2014-12-19,brown bread,2014,12,19,4
2578,994,4725,2014-12-19,shopping bags,2014,12,19,4
2579,995,4725,2014-08-31,other vegetables,2014,8,31,6
2580,995,4725,2014-08-31,soft cheese,2014,8,31,6
2581,996,4724,2015-12-02,sausage,2015,12,2,2
2582,996,4724,2015-12-02,whole milk,2015,12,2,2
2583,997,4724,2015-03-09,citrus fruit,2015,3,9,0
2584,997,4724,2015-03-09,hamburger meat,2015,3,9,0
2585,998,4723,2015-05-22,tropical fruit,2015,5,22,4
2586,998,4723,2015-05-22,pastry,2015,5,22,4
2587,999,4723,2014-08-28,root vegetables,2014,8,28,3
2588,999,4723,2014-08-28,rice,2014,8,28,3
2589,1000,4723,2014-07-11,other vegetables,2014,7,11,4
2590,1000,4723,2014-07-11,rolls/buns,2014,7,11,4
2591,1001,4722,2015-12-16,whole milk,2015,12,16,2
2592,1001,4722,2015-12-16,bottled water,2015,12,16,2
2593,1002,4722,2015-10-13,sausage,2015,10,13,1
2594,1002,4722,2015-10-13,other vegetables,2015,10,13,1
2595,1003,4722,2014-12-02,hamburger meat,2014,12,2,1
2596,1003,4722,2014-12-02,yogurt,2014,12,2,1
2597,1004,4722,2014-08-07,tropical fruit,2014,8,7,3
2598,1004,4722,2014-08-07,skin care,2014,8,7,3
2599,1005,4722,2014-07-01,hygiene articles,2014,7,1,1
2600,1005,4722,2014-07-01,frozen dessert,2014,7,1,1
2601,1006,4721,2015-06-15,sausage,2015,6,15,0
2602,1006,4721,2015-06-15,canned beer,2015,6,15,0
2603,1006,4721,2015-06-15,rum,2015,6,15,0
2604,1006,4721,2015-06-15,spices,2015,6,15,0
2605,1007,4721,2015-06-07,bottled water,2015,6,7,6
2606,1007,4721,2015-06-07,grapes,2015,6,7,6
2607,1008,4721,2015-05-23,sausage,2015,5,23,5
2608,1008,4721,2015-05-23,canned vegetables,2015,5,23,5
2609,1008,4721,2015-05-23,margarine,2015,5,23,5
2610,1009,4721,2014-06-24,rolls/buns,2014,6,24,1
2611,1009,4721,2014-06-24,rolls/buns,2014,6,24,1
2612,1010,4721,2014-06-16,pastry,2014,6,16,0
2613,1010,4721,2014-06-16,other vegetables,2014,6,16,0
2614,1011,4721,2014-01-26,fruit/vegetable juice,2014,1,26,6
2615,1011,4721,2014-01-26,tropical fruit,2014,1,26,6
2616,1012,4721,2014-01-07,processed cheese,2014,1,7,1
2617,1012,4721,2014-01-07,specialty bar,2014,1,7,1
2618,1013,4721,2014-01-05,cream cheese ,2014,1,5,6
2619,1013,4721,2014-01-05,semi-finished bread,2014,1,5,6
2620,1014,4720,2015-12-02,soda,2015,12,2,2
2621,1014,4720,2015-12-02,curd,2015,12,2,2
2622,1014,4720,2015-12-02,rolls/buns,2015,12,2,2
2623,1015,4720,2015-02-22,beverages,2015,2,22,6
2624,1015,4720,2015-02-22,other vegetables,2015,2,22,6
2625,1016,4720,2014-10-01,chocolate,2014,10,1,2
2626,1016,4720,2014-10-01,baking powder,2014,10,1,2
2627,1017,4720,2014-08-24,UHT-milk,2014,8,24,6
2628,1017,4720,2014-08-24,soft cheese,2014,8,24,6
2629,1018,4720,2014-08-14,rolls/buns,2014,8,14,3
2630,1018,4720,2014-08-14,oil,2014,8,14,3
2631,1019,4720,2014-06-20,tropical fruit,2014,6,20,4
2632,1019,4720,2014-06-20,bottled water,2014,6,20,4
2633,1020,4719,2015-12-28,other vegetables,2015,12,28,0
2634,1020,4719,2015-12-28,whole milk,2015,12,28,0
2635,1021,4719,2015-09-26,tropical fruit,2015,9,26,5
2636,1021,4719,2015-09-26,specialty bar,2015,9,26,5
2637,1022,4719,2015-08-22,frankfurter,2015,8,22,5
2638,1022,4719,2015-08-22,yogurt,2015,8,22,5
2639,1023,4719,2015-04-10,chocolate,2015,4,10,4
2640,1023,4719,2015-04-10,pasta,2015,4,10,4
2641,1024,4719,2015-01-06,tropical fruit,2015,1,6,1
2642,1024,4719,2015-01-06,pip fruit,2015,1,6,1
2643,1025,4719,2014-12-02,whole milk,2014,12,2,1
2644,1025,4719,2014-12-02,detergent,2014,12,2,1
2645,1025,4719,2014-12-02,yogurt,2014,12,2,1
2646,1025,4719,2014-12-02,fruit/vegetable juice,2014,12,2,1
2647,1026,4719,2014-09-28,whole milk,2014,9,28,6
2648,1026,4719,2014-09-28,coffee,2014,9,28,6
2649,1027,4718,2015-12-06,pork,2015,12,6,6
2650,1027,4718,2015-12-06,sausage,2015,12,6,6
2651,1027,4718,2015-12-06,frankfurter,2015,12,6,6
2652,1027,4718,2015-12-06,other vegetables,2015,12,6,6
2653,1027,4718,2015-12-06,pork,2015,12,6,6
2654,1027,4718,2015-12-06,curd,2015,12,6,6
2655,1027,4718,2015-12-06,flower soil/fertilizer,2015,12,6,6
2656,1027,4718,2015-12-06,curd,2015,12,6,6
2657,1027,4718,2015-12-06,margarine,2015,12,6,6
2658,1028,4718,2015-04-09,bottled water,2015,4,9,3
2659,1028,4718,2015-04-09,salty snack,2015,4,9,3
2660,1029,4718,2014-08-03,citrus fruit,2014,8,3,6
2661,1029,4718,2014-08-03,hygiene articles,2014,8,3,6
2662,1030,4717,2015-10-04,tropical fruit,2015,10,4,6
2663,1030,4717,2015-10-04,yogurt,2015,10,4,6
2664,1030,4717,2015-10-04,brown bread,2015,10,4,6
2665,1030,4717,2015-10-04,shopping bags,2015,10,4,6
2666,1031,4717,2015-05-16,canned beer,2015,5,16,5
2667,1031,4717,2015-05-16,citrus fruit,2015,5,16,5
2668,1032,4717,2015-03-05,pip fruit,2015,3,5,3
2669,1032,4717,2015-03-05,tropical fruit,2015,3,5,3
2670,1032,4717,2015-03-05,whole milk,2015,3,5,3
2671,1033,4717,2014-06-23,newspapers,2014,6,23,0
2672,1033,4717,2014-06-23,waffles,2014,6,23,0
2673,1033,4717,2014-06-23,salty snack,2014,6,23,0
2674,1034,4717,2014-03-03,soda,2014,3,3,0
2675,1034,4717,2014-03-03,semi-finished bread,2014,3,3,0
2676,1034,4717,2014-03-03,coffee,2014,3,3,0
2677,1035,4716,2015-01-03,sausage,2015,1,3,5
2678,1035,4716,2015-01-03,bottled beer,2015,1,3,5
2679,1036,4716,2014-05-18,grapes,2014,5,18,6
